problem_id,model,test_id,passed,error
5,gemini_v3_flash,12,True,
5,gemini_v3_flash,13,True,
5,gemini_v3_flash,14,True,
5,gemini_v3_flash,15,True,
5,gemini_v3_flash,16,True,
5,gemini_v3_flash,17,True,
5,gemini_v3_flash,18,True,
5,gemini_v3_flash,19,True,
5,gemini_v3_flash,20,True,
5,gemini_v3_flash,21,True,
5,gemini_v3_flash,22,True,
5,gemini_v3_flash,23,True,
5,gemini_v3_flash,24,True,
5,gemini_v3_flash,25,True,
5,gemini_v3_flash,26,True,
5,gemini_v3_flash,27,True,
5,gemini_v3_flash,28,True,
5,gemini_v3_flash,29,True,
5,gemini_v3_flash,30,True,
5,gemini_v3_flash,31,True,
5,gemini_v3_flash,32,True,
5,gemini_v3_flash,33,True,
5,gemini_v3_flash,34,True,
5,gemini_v3_flash,35,True,
5,gemini_v3_flash,36,True,
5,gemini_v3_flash,37,True,
5,gemini_v3_flash,38,True,
5,gemini_v3_flash,39,True,
5,gemini_v3_flash,40,True,
5,gemini_v3_flash,41,True,
5,gemini_v3_flash,42,True,
5,gemini_v3_flash,43,True,
5,gemini_v3_flash,44,True,
5,gemini_v3_flash,45,True,
5,gemini_v3_flash,46,True,
5,gemini_v3_flash,47,True,
5,gemini_v3_flash,48,True,
5,gemini_v3_flash,49,True,
5,gemini_v3_flash,50,True,
5,gemini_v3_flash,51,True,
5,gemini_v3_flash,52,True,
5,gemini_v3_flash,53,True,
5,gemini_v3_flash,54,True,
5,gemini_v3_flash,55,True,
5,gemini_v3_flash,56,True,
5,gemini_v3_flash,57,True,
5,gemini_v3_flash,58,True,
5,gemini_v3_flash,59,True,
5,gemini_v3_flash,60,True,
5,gemini_v3_flash,61,True,
5,gemini_v3_flash,62,True,
5,gemini_v3_flash,63,True,
5,gemini_v3_flash,64,True,
5,gemini_v3_flash,65,True,
5,gemini_v3_flash,66,True,
5,gemini_v3_flash,67,True,
5,gemini_v3_flash,68,True,
5,gemini_v3_flash,69,True,
5,gemini_v3_flash,70,True,
5,gemini_v3_flash,71,True,
5,gemini_v3_flash,72,True,
5,gemini_v3_flash,73,True,
5,gemini_v3_flash,74,True,
5,gemini_v3_flash,75,True,
5,gemini_v3_flash,76,True,
5,gemini_v3_flash,77,True,
5,gemini_v3_flash,78,True,
5,gemini_v3_flash,79,True,
5,gemini_v3_flash,80,True,
5,gemini_v3_flash,81,True,
5,gemini_v3_flash,82,True,
5,gemini_v3_flash,83,True,
5,gemini_v3_flash,84,True,
5,gemini_v3_flash,85,True,
5,gemini_v3_flash,86,True,
5,gemini_v3_flash,87,True,
5,gemini_v3_flash,88,True,
5,gemini_v3_flash,89,True,
5,gemini_v3_flash,90,True,
5,gemini_v3_flash,91,True,
5,gemini_v3_flash,92,True,
5,gemini_v3_flash,93,True,
5,gemini_v3_flash,94,True,
5,gemini_v3_flash,95,True,
6,gemini_v3_flash,1,True,
6,gemini_v3_flash,2,True,
6,gemini_v3_flash,3,True,
6,gemini_v3_flash,4,True,
6,gemini_v3_flash,5,True,
6,gemini_v3_flash,6,True,
7,gemini_v3_flash,1,True,
7,gemini_v3_flash,2,True,
7,gemini_v3_flash,3,True,
7,gemini_v3_flash,4,True,
7,gemini_v3_flash,5,True,
7,gemini_v3_flash,6,True,
7,gemini_v3_flash,7,True,
7,gemini_v3_flash,8,True,
7,gemini_v3_flash,9,True,
7,gemini_v3_flash,10,True,
7,gemini_v3_flash,11,True,
7,gemini_v3_flash,12,True,
7,gemini_v3_flash,13,True,
7,gemini_v3_flash,14,True,
7,gemini_v3_flash,15,True,
7,gemini_v3_flash,16,True,
7,gemini_v3_flash,17,True,
7,gemini_v3_flash,18,True,
7,gemini_v3_flash,19,True,
7,gemini_v3_flash,20,True,
7,gemini_v3_flash,21,True,
7,gemini_v3_flash,22,True,
7,gemini_v3_flash,23,True,
7,gemini_v3_flash,24,True,
7,gemini_v3_flash,25,True,
7,gemini_v3_flash,26,True,
7,gemini_v3_flash,27,True,
7,gemini_v3_flash,28,True,
7,gemini_v3_flash,29,True,
7,gemini_v3_flash,30,True,
7,gemini_v3_flash,31,True,
7,gemini_v3_flash,32,True,
7,gemini_v3_flash,33,True,
7,gemini_v3_flash,34,True,
7,gemini_v3_flash,35,True,
7,gemini_v3_flash,36,True,
7,gemini_v3_flash,37,True,
7,gemini_v3_flash,38,True,
7,gemini_v3_flash,39,True,
7,gemini_v3_flash,40,True,
7,gemini_v3_flash,41,True,
7,gemini_v3_flash,42,True,
7,gemini_v3_flash,43,True,
7,gemini_v3_flash,44,True,
7,gemini_v3_flash,45,True,
7,gemini_v3_flash,46,True,
7,gemini_v3_flash,47,True,
7,gemini_v3_flash,48,True,
7,gemini_v3_flash,49,True,
7,gemini_v3_flash,50,True,
7,gemini_v3_flash,51,True,
7,gemini_v3_flash,52,True,
7,gemini_v3_flash,53,True,
7,gemini_v3_flash,54,True,
7,gemini_v3_flash,55,True,
7,gemini_v3_flash,56,True,
7,gemini_v3_flash,57,True,
7,gemini_v3_flash,58,True,
7,gemini_v3_flash,59,True,
7,gemini_v3_flash,60,True,
7,gemini_v3_flash,61,True,
7,gemini_v3_flash,62,True,
7,gemini_v3_flash,63,True,
7,gemini_v3_flash,64,True,
7,gemini_v3_flash,65,True,
7,gemini_v3_flash,66,True,
7,gemini_v3_flash,67,True,
7,gemini_v3_flash,68,True,
7,gemini_v3_flash,69,True,
7,gemini_v3_flash,70,True,
7,gemini_v3_flash,71,True,
7,gemini_v3_flash,72,True,
7,gemini_v3_flash,73,True,
7,gemini_v3_flash,74,True,
7,gemini_v3_flash,75,True,
7,gemini_v3_flash,76,True,
7,gemini_v3_flash,77,True,
7,gemini_v3_flash,78,True,
7,gemini_v3_flash,79,True,
7,gemini_v3_flash,80,True,
7,gemini_v3_flash,81,True,
7,gemini_v3_flash,82,True,
7,gemini_v3_flash,83,True,
7,gemini_v3_flash,84,True,
7,gemini_v3_flash,85,True,
7,gemini_v3_flash,86,True,
7,gemini_v3_flash,87,True,
7,gemini_v3_flash,88,True,
7,gemini_v3_flash,89,True,
7,gemini_v3_flash,90,True,
7,gemini_v3_flash,91,True,
7,gemini_v3_flash,92,True,
7,gemini_v3_flash,93,True,
7,gemini_v3_flash,94,True,
7,gemini_v3_flash,95,True,
7,gemini_v3_flash,96,True,
8,gemini_v3_flash,1,True,
8,gemini_v3_flash,2,True,
8,gemini_v3_flash,3,True,
8,gemini_v3_flash,4,True,
8,gemini_v3_flash,5,True,
8,gemini_v3_flash,6,True,
8,gemini_v3_flash,7,True,
8,gemini_v3_flash,8,True,
8,gemini_v3_flash,9,True,
8,gemini_v3_flash,10,True,
8,gemini_v3_flash,11,True,
8,gemini_v3_flash,12,True,
8,gemini_v3_flash,13,True,
8,gemini_v3_flash,14,True,
8,gemini_v3_flash,15,True,
8,gemini_v3_flash,16,True,
8,gemini_v3_flash,17,True,
8,gemini_v3_flash,18,True,
8,gemini_v3_flash,19,True,
8,gemini_v3_flash,20,True,
8,gemini_v3_flash,21,True,
8,gemini_v3_flash,22,True,
8,gemini_v3_flash,23,True,
8,gemini_v3_flash,24,True,
8,gemini_v3_flash,25,True,
8,gemini_v3_flash,26,True,
8,gemini_v3_flash,27,True,
8,gemini_v3_flash,28,True,
8,gemini_v3_flash,29,True,
8,gemini_v3_flash,30,True,
8,gemini_v3_flash,31,True,
8,gemini_v3_flash,32,True,
8,gemini_v3_flash,33,True,
8,gemini_v3_flash,34,True,
8,gemini_v3_flash,35,True,
8,gemini_v3_flash,36,True,
8,gemini_v3_flash,37,True,
8,gemini_v3_flash,38,True,
8,gemini_v3_flash,39,True,
8,gemini_v3_flash,40,True,
8,gemini_v3_flash,41,True,
8,gemini_v3_flash,42,True,
8,gemini_v3_flash,43,True,
8,gemini_v3_flash,44,True,
8,gemini_v3_flash,45,True,
8,gemini_v3_flash,46,True,
8,gemini_v3_flash,47,True,
8,gemini_v3_flash,48,True,
8,gemini_v3_flash,49,True,
8,gemini_v3_flash,50,True,
8,gemini_v3_flash,51,True,
8,gemini_v3_flash,52,True,
8,gemini_v3_flash,53,True,
8,gemini_v3_flash,54,True,
8,gemini_v3_flash,55,True,
8,gemini_v3_flash,56,True,
8,gemini_v3_flash,57,True,
8,gemini_v3_flash,58,True,
8,gemini_v3_flash,59,True,
8,gemini_v3_flash,60,True,
8,gemini_v3_flash,61,True,
8,gemini_v3_flash,62,True,
8,gemini_v3_flash,63,True,
8,gemini_v3_flash,64,True,
8,gemini_v3_flash,65,True,
8,gemini_v3_flash,66,True,
8,gemini_v3_flash,67,True,
8,gemini_v3_flash,68,True,
8,gemini_v3_flash,69,True,
8,gemini_v3_flash,70,True,
8,gemini_v3_flash,71,True,
8,gemini_v3_flash,72,True,
8,gemini_v3_flash,73,True,
8,gemini_v3_flash,74,True,
8,gemini_v3_flash,75,True,
8,gemini_v3_flash,76,True,
8,gemini_v3_flash,77,True,
8,gemini_v3_flash,78,True,
8,gemini_v3_flash,79,True,
8,gemini_v3_flash,80,True,
8,gemini_v3_flash,81,True,
8,gemini_v3_flash,82,True,
8,gemini_v3_flash,83,True,
8,gemini_v3_flash,84,True,
8,gemini_v3_flash,85,True,
8,gemini_v3_flash,86,True,
8,gemini_v3_flash,87,True,
8,gemini_v3_flash,88,True,
8,gemini_v3_flash,89,True,
8,gemini_v3_flash,90,True,
8,gemini_v3_flash,91,True,
8,gemini_v3_flash,92,True,
8,gemini_v3_flash,93,True,
9,gemini_v3_flash,1,True,
9,gemini_v3_flash,2,True,
9,gemini_v3_flash,3,True,
9,gemini_v3_flash,4,True,
9,gemini_v3_flash,5,True,
9,gemini_v3_flash,6,True,
9,gemini_v3_flash,7,True,
9,gemini_v3_flash,8,True,
9,gemini_v3_flash,9,True,
9,gemini_v3_flash,10,True,
9,gemini_v3_flash,11,True,
9,gemini_v3_flash,12,True,
9,gemini_v3_flash,13,True,
9,gemini_v3_flash,14,True,
9,gemini_v3_flash,15,True,
9,gemini_v3_flash,16,True,
9,gemini_v3_flash,17,True,
9,gemini_v3_flash,18,True,
9,gemini_v3_flash,19,True,
9,gemini_v3_flash,20,True,
9,gemini_v3_flash,21,True,
9,gemini_v3_flash,22,True,
9,gemini_v3_flash,23,True,
9,gemini_v3_flash,24,True,
9,gemini_v3_flash,25,True,
9,gemini_v3_flash,26,True,
9,gemini_v3_flash,27,True,
9,gemini_v3_flash,28,True,
9,gemini_v3_flash,29,True,
9,gemini_v3_flash,30,True,
9,gemini_v3_flash,31,True,
9,gemini_v3_flash,32,True,
9,gemini_v3_flash,33,True,
9,gemini_v3_flash,34,True,
9,gemini_v3_flash,35,True,
9,gemini_v3_flash,36,True,
9,gemini_v3_flash,37,True,
9,gemini_v3_flash,38,True,
9,gemini_v3_flash,39,True,
9,gemini_v3_flash,40,True,
9,gemini_v3_flash,41,True,
9,gemini_v3_flash,42,True,
9,gemini_v3_flash,43,True,
9,gemini_v3_flash,44,True,
9,gemini_v3_flash,45,True,
9,gemini_v3_flash,46,True,
9,gemini_v3_flash,47,True,
9,gemini_v3_flash,48,True,
9,gemini_v3_flash,49,True,
9,gemini_v3_flash,50,True,
9,gemini_v3_flash,51,True,
9,gemini_v3_flash,52,True,
9,gemini_v3_flash,53,True,
9,gemini_v3_flash,54,True,
9,gemini_v3_flash,55,True,
9,gemini_v3_flash,56,True,
9,gemini_v3_flash,57,True,
9,gemini_v3_flash,58,True,
9,gemini_v3_flash,59,True,
9,gemini_v3_flash,60,True,
9,gemini_v3_flash,61,True,
9,gemini_v3_flash,62,True,
9,gemini_v3_flash,63,True,
9,gemini_v3_flash,64,True,
9,gemini_v3_flash,65,True,
9,gemini_v3_flash,66,True,
9,gemini_v3_flash,67,True,
9,gemini_v3_flash,68,True,
9,gemini_v3_flash,69,True,
9,gemini_v3_flash,70,True,
9,gemini_v3_flash,71,True,
9,gemini_v3_flash,72,True,
9,gemini_v3_flash,73,True,
9,gemini_v3_flash,74,True,
9,gemini_v3_flash,75,True,
10,gemini_v3_flash,1,True,
10,gemini_v3_flash,2,True,
10,gemini_v3_flash,3,True,
10,gemini_v3_flash,4,True,
10,gemini_v3_flash,5,True,
10,gemini_v3_flash,6,True,
10,gemini_v3_flash,7,True,
10,gemini_v3_flash,8,True,
10,gemini_v3_flash,9,True,
10,gemini_v3_flash,10,True,
10,gemini_v3_flash,11,True,
10,gemini_v3_flash,12,True,
10,gemini_v3_flash,13,True,
10,gemini_v3_flash,14,True,
10,gemini_v3_flash,15,True,
10,gemini_v3_flash,16,True,
10,gemini_v3_flash,17,True,
10,gemini_v3_flash,18,True,
10,gemini_v3_flash,19,True,
10,gemini_v3_flash,20,True,
10,gemini_v3_flash,21,True,
10,gemini_v3_flash,22,True,
10,gemini_v3_flash,23,True,
10,gemini_v3_flash,24,True,
10,gemini_v3_flash,25,True,
10,gemini_v3_flash,26,True,
10,gemini_v3_flash,27,True,
10,gemini_v3_flash,28,True,
10,gemini_v3_flash,29,True,
10,gemini_v3_flash,30,True,
10,gemini_v3_flash,31,True,
10,gemini_v3_flash,32,True,
10,gemini_v3_flash,33,True,
10,gemini_v3_flash,34,True,
10,gemini_v3_flash,35,True,
10,gemini_v3_flash,36,True,
10,gemini_v3_flash,37,True,
10,gemini_v3_flash,38,True,
10,gemini_v3_flash,39,True,
10,gemini_v3_flash,40,True,
10,gemini_v3_flash,41,True,
10,gemini_v3_flash,42,True,
10,gemini_v3_flash,43,True,
10,gemini_v3_flash,44,True,
10,gemini_v3_flash,45,True,
10,gemini_v3_flash,46,True,
10,gemini_v3_flash,47,True,
10,gemini_v3_flash,48,True,
10,gemini_v3_flash,49,True,
10,gemini_v3_flash,50,True,
10,gemini_v3_flash,51,True,
10,gemini_v3_flash,52,True,
10,gemini_v3_flash,53,True,
10,gemini_v3_flash,54,True,
10,gemini_v3_flash,55,True,
10,gemini_v3_flash,56,True,
10,gemini_v3_flash,57,True,
10,gemini_v3_flash,58,True,
10,gemini_v3_flash,59,True,
10,gemini_v3_flash,60,True,
10,gemini_v3_flash,61,True,
10,gemini_v3_flash,62,True,
10,gemini_v3_flash,63,True,
10,gemini_v3_flash,64,True,
10,gemini_v3_flash,65,True,
10,gemini_v3_flash,66,True,
10,gemini_v3_flash,67,True,
10,gemini_v3_flash,68,True,
10,gemini_v3_flash,69,True,
10,gemini_v3_flash,70,True,
10,gemini_v3_flash,71,True,
10,gemini_v3_flash,72,True,
10,gemini_v3_flash,73,True,
10,gemini_v3_flash,74,True,
10,gemini_v3_flash,75,True,
10,gemini_v3_flash,76,True,
10,gemini_v3_flash,77,True,
10,gemini_v3_flash,78,True,
10,gemini_v3_flash,79,True,
10,gemini_v3_flash,80,True,
10,gemini_v3_flash,81,True,
10,gemini_v3_flash,82,True,
10,gemini_v3_flash,83,True,
10,gemini_v3_flash,84,True,
10,gemini_v3_flash,85,True,
10,gemini_v3_flash,86,True,
10,gemini_v3_flash,87,True,
10,gemini_v3_flash,88,True,
10,gemini_v3_flash,89,True,
10,gemini_v3_flash,90,True,
10,gemini_v3_flash,91,True,
10,gemini_v3_flash,92,True,
10,gemini_v3_flash,93,True,
10,gemini_v3_flash,94,True,
10,gemini_v3_flash,95,True,
10,gemini_v3_flash,96,True,
10,gemini_v3_flash,97,True,
10,gemini_v3_flash,98,True,
10,gemini_v3_flash,99,True,
10,gemini_v3_flash,100,True,
10,gemini_v3_flash,101,True,
10,gemini_v3_flash,102,True,
10,gemini_v3_flash,103,True,
10,gemini_v3_flash,104,True,
10,gemini_v3_flash,105,True,
10,gemini_v3_flash,106,True,
10,gemini_v3_flash,107,True,
10,gemini_v3_flash,108,True,
10,gemini_v3_flash,109,True,
10,gemini_v3_flash,110,True,
10,gemini_v3_flash,111,True,
10,gemini_v3_flash,112,True,
10,gemini_v3_flash,113,True,
10,gemini_v3_flash,114,True,
10,gemini_v3_flash,115,True,
10,gemini_v3_flash,116,True,
10,gemini_v3_flash,117,True,
10,gemini_v3_flash,118,True,
10,gemini_v3_flash,119,True,
10,gemini_v3_flash,120,True,
10,gemini_v3_flash,121,True,
10,gemini_v3_flash,122,True,
10,gemini_v3_flash,123,True,
10,gemini_v3_flash,124,True,
10,gemini_v3_flash,125,True,
10,gemini_v3_flash,126,True,
10,gemini_v3_flash,127,True,
10,gemini_v3_flash,128,True,
10,gemini_v3_flash,129,True,
10,gemini_v3_flash,130,True,
10,gemini_v3_flash,131,True,
