problem_id,model,test_id,passed,error
3,chatgptv5.5,58,True,
3,chatgptv5.5,59,True,
3,chatgptv5.5,60,True,
3,chatgptv5.5,61,True,
3,chatgptv5.5,62,True,
3,chatgptv5.5,63,True,
3,chatgptv5.5,64,True,
3,chatgptv5.5,65,True,
3,chatgptv5.5,66,True,
3,chatgptv5.5,67,True,
3,chatgptv5.5,68,True,
3,chatgptv5.5,69,True,
3,chatgptv5.5,70,True,
3,chatgptv5.5,71,True,
3,chatgptv5.5,72,True,
3,chatgptv5.5,73,True,
3,chatgptv5.5,74,True,
3,chatgptv5.5,75,True,
3,chatgptv5.5,76,True,
3,chatgptv5.5,77,True,
3,chatgptv5.5,78,True,
3,chatgptv5.5,79,True,
3,chatgptv5.5,80,True,
3,chatgptv5.5,81,True,
3,chatgptv5.5,82,True,
3,chatgptv5.5,83,True,
3,chatgptv5.5,84,True,
3,chatgptv5.5,85,True,
3,chatgptv5.5,86,True,
3,chatgptv5.5,87,True,
4,chatgptv5.5,1,True,
4,chatgptv5.5,2,True,
4,chatgptv5.5,3,True,
4,chatgptv5.5,4,True,
4,chatgptv5.5,5,True,
4,chatgptv5.5,6,True,
4,chatgptv5.5,7,True,
4,chatgptv5.5,8,True,
4,chatgptv5.5,9,True,
4,chatgptv5.5,10,False,AssertionError()
4,chatgptv5.5,11,True,
4,chatgptv5.5,12,True,
4,chatgptv5.5,13,True,
4,chatgptv5.5,14,False,AssertionError()
4,chatgptv5.5,15,False,AssertionError()
4,chatgptv5.5,16,False,AssertionError()
4,chatgptv5.5,17,True,
4,chatgptv5.5,18,True,
4,chatgptv5.5,19,True,
4,chatgptv5.5,20,True,
4,chatgptv5.5,21,True,
4,chatgptv5.5,22,True,
4,chatgptv5.5,23,True,
4,chatgptv5.5,24,True,
4,chatgptv5.5,25,True,
4,chatgptv5.5,26,True,
4,chatgptv5.5,27,True,
4,chatgptv5.5,28,True,
4,chatgptv5.5,29,True,
4,chatgptv5.5,30,True,
4,chatgptv5.5,31,True,
4,chatgptv5.5,32,True,
4,chatgptv5.5,33,True,
4,chatgptv5.5,34,True,
4,chatgptv5.5,35,False,AssertionError()
4,chatgptv5.5,36,True,
4,chatgptv5.5,37,False,AssertionError()
4,chatgptv5.5,38,True,
4,chatgptv5.5,39,True,
4,chatgptv5.5,40,True,
4,chatgptv5.5,41,True,
4,chatgptv5.5,42,True,
4,chatgptv5.5,43,True,
4,chatgptv5.5,44,True,
4,chatgptv5.5,45,True,
4,chatgptv5.5,46,True,
4,chatgptv5.5,47,True,
4,chatgptv5.5,48,False,AssertionError()
4,chatgptv5.5,49,True,
4,chatgptv5.5,50,True,
4,chatgptv5.5,51,True,
4,chatgptv5.5,52,False,AssertionError()
4,chatgptv5.5,53,True,
4,chatgptv5.5,54,False,AssertionError()
4,chatgptv5.5,55,True,
4,chatgptv5.5,56,True,
4,chatgptv5.5,57,True,
4,chatgptv5.5,58,True,
4,chatgptv5.5,59,True,
4,chatgptv5.5,60,False,AssertionError()
4,chatgptv5.5,61,True,
4,chatgptv5.5,62,True,
4,chatgptv5.5,63,True,
4,chatgptv5.5,64,False,AssertionError()
4,chatgptv5.5,65,False,AssertionError()
4,chatgptv5.5,66,True,
4,chatgptv5.5,67,True,
4,chatgptv5.5,68,True,
4,chatgptv5.5,69,True,
5,chatgptv5.5,1,True,
5,chatgptv5.5,2,True,
5,chatgptv5.5,3,True,
5,chatgptv5.5,4,True,
5,chatgptv5.5,5,True,
5,chatgptv5.5,6,True,
5,chatgptv5.5,7,True,
5,chatgptv5.5,8,True,
5,chatgptv5.5,9,True,
5,chatgptv5.5,10,True,
5,chatgptv5.5,11,True,
5,chatgptv5.5,12,True,
5,chatgptv5.5,13,True,
5,chatgptv5.5,14,True,
5,chatgptv5.5,15,True,
5,chatgptv5.5,16,True,
5,chatgptv5.5,17,True,
5,chatgptv5.5,18,True,
5,chatgptv5.5,19,True,
5,chatgptv5.5,20,True,
5,chatgptv5.5,21,True,
5,chatgptv5.5,22,True,
5,chatgptv5.5,23,True,
5,chatgptv5.5,24,True,
5,chatgptv5.5,25,True,
5,chatgptv5.5,26,True,
5,chatgptv5.5,27,True,
5,chatgptv5.5,28,True,
5,chatgptv5.5,29,True,
5,chatgptv5.5,30,True,
5,chatgptv5.5,31,True,
5,chatgptv5.5,32,True,
5,chatgptv5.5,33,True,
5,chatgptv5.5,34,True,
5,chatgptv5.5,35,True,
5,chatgptv5.5,36,True,
5,chatgptv5.5,37,True,
5,chatgptv5.5,38,True,
5,chatgptv5.5,39,True,
5,chatgptv5.5,40,True,
5,chatgptv5.5,41,True,
5,chatgptv5.5,42,True,
5,chatgptv5.5,43,True,
5,chatgptv5.5,44,True,
5,chatgptv5.5,45,True,
5,chatgptv5.5,46,True,
5,chatgptv5.5,47,True,
5,chatgptv5.5,48,True,
5,chatgptv5.5,49,True,
5,chatgptv5.5,50,True,
5,chatgptv5.5,51,True,
5,chatgptv5.5,52,True,
5,chatgptv5.5,53,True,
5,chatgptv5.5,54,True,
5,chatgptv5.5,55,True,
5,chatgptv5.5,56,True,
5,chatgptv5.5,57,True,
5,chatgptv5.5,58,True,
5,chatgptv5.5,59,True,
5,chatgptv5.5,60,True,
5,chatgptv5.5,61,True,
5,chatgptv5.5,62,True,
5,chatgptv5.5,63,True,
5,chatgptv5.5,64,True,
5,chatgptv5.5,65,True,
5,chatgptv5.5,66,True,
5,chatgptv5.5,67,True,
5,chatgptv5.5,68,True,
5,chatgptv5.5,69,True,
5,chatgptv5.5,70,True,
5,chatgptv5.5,71,True,
5,chatgptv5.5,72,True,
5,chatgptv5.5,73,True,
5,chatgptv5.5,74,True,
5,chatgptv5.5,75,True,
5,chatgptv5.5,76,True,
5,chatgptv5.5,77,True,
5,chatgptv5.5,78,True,
5,chatgptv5.5,79,True,
5,chatgptv5.5,80,True,
5,chatgptv5.5,81,True,
5,chatgptv5.5,82,True,
5,chatgptv5.5,83,True,
5,chatgptv5.5,84,True,
5,chatgptv5.5,85,True,
5,chatgptv5.5,86,True,
5,chatgptv5.5,87,True,
5,chatgptv5.5,88,True,
5,chatgptv5.5,89,True,
5,chatgptv5.5,90,True,
5,chatgptv5.5,91,True,
5,chatgptv5.5,92,True,
5,chatgptv5.5,93,True,
5,chatgptv5.5,94,True,
5,chatgptv5.5,95,True,
6,chatgptv5.5,1,True,
6,chatgptv5.5,2,True,
6,chatgptv5.5,3,True,
6,chatgptv5.5,4,True,
6,chatgptv5.5,5,True,
6,chatgptv5.5,6,True,
7,chatgptv5.5,1,True,
7,chatgptv5.5,2,True,
7,chatgptv5.5,3,True,
7,chatgptv5.5,4,True,
7,chatgptv5.5,5,True,
7,chatgptv5.5,6,True,
7,chatgptv5.5,7,True,
7,chatgptv5.5,8,True,
7,chatgptv5.5,9,True,
7,chatgptv5.5,10,True,
7,chatgptv5.5,11,True,
7,chatgptv5.5,12,True,
7,chatgptv5.5,13,True,
7,chatgptv5.5,14,True,
7,chatgptv5.5,15,True,
7,chatgptv5.5,16,True,
7,chatgptv5.5,17,True,
7,chatgptv5.5,18,True,
7,chatgptv5.5,19,True,
7,chatgptv5.5,20,True,
7,chatgptv5.5,21,True,
7,chatgptv5.5,22,True,
7,chatgptv5.5,23,True,
7,chatgptv5.5,24,True,
7,chatgptv5.5,25,True,
7,chatgptv5.5,26,True,
7,chatgptv5.5,27,True,
7,chatgptv5.5,28,True,
7,chatgptv5.5,29,True,
7,chatgptv5.5,30,True,
7,chatgptv5.5,31,True,
7,chatgptv5.5,32,True,
7,chatgptv5.5,33,True,
7,chatgptv5.5,34,True,
7,chatgptv5.5,35,True,
7,chatgptv5.5,36,True,
7,chatgptv5.5,37,True,
7,chatgptv5.5,38,True,
7,chatgptv5.5,39,True,
7,chatgptv5.5,40,True,
7,chatgptv5.5,41,True,
7,chatgptv5.5,42,True,
7,chatgptv5.5,43,True,
7,chatgptv5.5,44,True,
7,chatgptv5.5,45,True,
7,chatgptv5.5,46,True,
7,chatgptv5.5,47,True,
7,chatgptv5.5,48,True,
7,chatgptv5.5,49,True,
7,chatgptv5.5,50,True,
7,chatgptv5.5,51,True,
7,chatgptv5.5,52,True,
7,chatgptv5.5,53,True,
7,chatgptv5.5,54,True,
7,chatgptv5.5,55,True,
7,chatgptv5.5,56,True,
7,chatgptv5.5,57,True,
7,chatgptv5.5,58,True,
7,chatgptv5.5,59,True,
7,chatgptv5.5,60,True,
7,chatgptv5.5,61,True,
7,chatgptv5.5,62,True,
7,chatgptv5.5,63,True,
7,chatgptv5.5,64,True,
7,chatgptv5.5,65,True,
7,chatgptv5.5,66,True,
7,chatgptv5.5,67,True,
7,chatgptv5.5,68,True,
7,chatgptv5.5,69,True,
7,chatgptv5.5,70,True,
7,chatgptv5.5,71,True,
7,chatgptv5.5,72,True,
7,chatgptv5.5,73,True,
7,chatgptv5.5,74,True,
7,chatgptv5.5,75,True,
7,chatgptv5.5,76,True,
7,chatgptv5.5,77,True,
7,chatgptv5.5,78,True,
7,chatgptv5.5,79,True,
7,chatgptv5.5,80,True,
7,chatgptv5.5,81,True,
7,chatgptv5.5,82,True,
7,chatgptv5.5,83,True,
7,chatgptv5.5,84,True,
7,chatgptv5.5,85,True,
7,chatgptv5.5,86,True,
7,chatgptv5.5,87,True,
7,chatgptv5.5,88,True,
7,chatgptv5.5,89,True,
7,chatgptv5.5,90,True,
7,chatgptv5.5,91,True,
7,chatgptv5.5,92,True,
7,chatgptv5.5,93,True,
7,chatgptv5.5,94,True,
7,chatgptv5.5,95,True,
7,chatgptv5.5,96,True,
8,chatgptv5.5,1,True,
8,chatgptv5.5,2,True,
8,chatgptv5.5,3,True,
8,chatgptv5.5,4,True,
8,chatgptv5.5,5,True,
8,chatgptv5.5,6,True,
8,chatgptv5.5,7,True,
8,chatgptv5.5,8,True,
8,chatgptv5.5,9,True,
8,chatgptv5.5,10,True,
8,chatgptv5.5,11,True,
8,chatgptv5.5,12,True,
8,chatgptv5.5,13,True,
8,chatgptv5.5,14,True,
8,chatgptv5.5,15,True,
8,chatgptv5.5,16,True,
8,chatgptv5.5,17,True,
8,chatgptv5.5,18,True,
8,chatgptv5.5,19,True,
8,chatgptv5.5,20,True,
8,chatgptv5.5,21,True,
8,chatgptv5.5,22,True,
8,chatgptv5.5,23,True,
8,chatgptv5.5,24,True,
8,chatgptv5.5,25,True,
8,chatgptv5.5,26,True,
8,chatgptv5.5,27,True,
8,chatgptv5.5,28,True,
8,chatgptv5.5,29,True,
8,chatgptv5.5,30,True,
8,chatgptv5.5,31,True,
8,chatgptv5.5,32,True,
8,chatgptv5.5,33,True,
8,chatgptv5.5,34,True,
8,chatgptv5.5,35,True,
8,chatgptv5.5,36,True,
8,chatgptv5.5,37,True,
8,chatgptv5.5,38,True,
8,chatgptv5.5,39,True,
8,chatgptv5.5,40,True,
8,chatgptv5.5,41,True,
8,chatgptv5.5,42,True,
8,chatgptv5.5,43,True,
8,chatgptv5.5,44,True,
8,chatgptv5.5,45,True,
8,chatgptv5.5,46,True,
8,chatgptv5.5,47,True,
8,chatgptv5.5,48,True,
8,chatgptv5.5,49,True,
8,chatgptv5.5,50,True,
8,chatgptv5.5,51,True,
8,chatgptv5.5,52,True,
8,chatgptv5.5,53,True,
8,chatgptv5.5,54,True,
8,chatgptv5.5,55,True,
8,chatgptv5.5,56,True,
8,chatgptv5.5,57,True,
8,chatgptv5.5,58,True,
8,chatgptv5.5,59,True,
8,chatgptv5.5,60,True,
8,chatgptv5.5,61,True,
8,chatgptv5.5,62,True,
8,chatgptv5.5,63,True,
8,chatgptv5.5,64,True,
8,chatgptv5.5,65,True,
8,chatgptv5.5,66,True,
8,chatgptv5.5,67,True,
8,chatgptv5.5,68,True,
8,chatgptv5.5,69,True,
8,chatgptv5.5,70,True,
8,chatgptv5.5,71,True,
8,chatgptv5.5,72,True,
8,chatgptv5.5,73,True,
8,chatgptv5.5,74,True,
8,chatgptv5.5,75,True,
8,chatgptv5.5,76,True,
8,chatgptv5.5,77,True,
8,chatgptv5.5,78,True,
8,chatgptv5.5,79,True,
8,chatgptv5.5,80,True,
8,chatgptv5.5,81,True,
8,chatgptv5.5,82,True,
8,chatgptv5.5,83,True,
8,chatgptv5.5,84,True,
8,chatgptv5.5,85,True,
8,chatgptv5.5,86,True,
8,chatgptv5.5,87,True,
8,chatgptv5.5,88,True,
8,chatgptv5.5,89,True,
8,chatgptv5.5,90,True,
8,chatgptv5.5,91,True,
8,chatgptv5.5,92,True,
8,chatgptv5.5,93,True,
9,chatgptv5.5,1,True,
9,chatgptv5.5,2,True,
9,chatgptv5.5,3,True,
9,chatgptv5.5,4,True,
9,chatgptv5.5,5,True,
9,chatgptv5.5,6,True,
9,chatgptv5.5,7,True,
9,chatgptv5.5,8,True,
9,chatgptv5.5,9,True,
9,chatgptv5.5,10,True,
9,chatgptv5.5,11,True,
9,chatgptv5.5,12,True,
9,chatgptv5.5,13,True,
9,chatgptv5.5,14,True,
9,chatgptv5.5,15,True,
9,chatgptv5.5,16,True,
9,chatgptv5.5,17,True,
9,chatgptv5.5,18,True,
9,chatgptv5.5,19,True,
9,chatgptv5.5,20,True,
9,chatgptv5.5,21,True,
9,chatgptv5.5,22,True,
9,chatgptv5.5,23,True,
9,chatgptv5.5,24,True,
9,chatgptv5.5,25,True,
9,chatgptv5.5,26,True,
9,chatgptv5.5,27,True,
9,chatgptv5.5,28,True,
9,chatgptv5.5,29,True,
9,chatgptv5.5,30,True,
9,chatgptv5.5,31,True,
9,chatgptv5.5,32,True,
9,chatgptv5.5,33,True,
9,chatgptv5.5,34,True,
9,chatgptv5.5,35,True,
9,chatgptv5.5,36,True,
9,chatgptv5.5,37,True,
9,chatgptv5.5,38,True,
9,chatgptv5.5,39,True,
9,chatgptv5.5,40,True,
9,chatgptv5.5,41,True,
9,chatgptv5.5,42,True,
9,chatgptv5.5,43,True,
9,chatgptv5.5,44,True,
9,chatgptv5.5,45,True,
9,chatgptv5.5,46,True,
9,chatgptv5.5,47,True,
9,chatgptv5.5,48,True,
9,chatgptv5.5,49,True,
9,chatgptv5.5,50,True,
9,chatgptv5.5,51,True,
9,chatgptv5.5,52,True,
9,chatgptv5.5,53,True,
9,chatgptv5.5,54,True,
9,chatgptv5.5,55,True,
9,chatgptv5.5,56,True,
9,chatgptv5.5,57,True,
9,chatgptv5.5,58,True,
9,chatgptv5.5,59,True,
9,chatgptv5.5,60,True,
9,chatgptv5.5,61,True,
9,chatgptv5.5,62,True,
9,chatgptv5.5,63,True,
9,chatgptv5.5,64,True,
9,chatgptv5.5,65,True,
9,chatgptv5.5,66,True,
9,chatgptv5.5,67,True,
9,chatgptv5.5,68,True,
9,chatgptv5.5,69,True,
9,chatgptv5.5,70,True,
9,chatgptv5.5,71,True,
9,chatgptv5.5,72,True,
9,chatgptv5.5,73,True,
9,chatgptv5.5,74,True,
9,chatgptv5.5,75,True,
10,chatgptv5.5,1,True,
10,chatgptv5.5,2,True,
10,chatgptv5.5,3,True,
10,chatgptv5.5,4,True,
10,chatgptv5.5,5,True,
10,chatgptv5.5,6,True,
10,chatgptv5.5,7,True,
10,chatgptv5.5,8,True,
10,chatgptv5.5,9,True,
10,chatgptv5.5,10,True,
10,chatgptv5.5,11,True,
10,chatgptv5.5,12,True,
10,chatgptv5.5,13,True,
10,chatgptv5.5,14,True,
10,chatgptv5.5,15,True,
10,chatgptv5.5,16,True,
10,chatgptv5.5,17,True,
10,chatgptv5.5,18,True,
10,chatgptv5.5,19,True,
10,chatgptv5.5,20,True,
10,chatgptv5.5,21,True,
10,chatgptv5.5,22,True,
10,chatgptv5.5,23,True,
10,chatgptv5.5,24,True,
10,chatgptv5.5,25,True,
10,chatgptv5.5,26,True,
10,chatgptv5.5,27,True,
10,chatgptv5.5,28,True,
10,chatgptv5.5,29,True,
10,chatgptv5.5,30,True,
10,chatgptv5.5,31,True,
10,chatgptv5.5,32,True,
10,chatgptv5.5,33,True,
10,chatgptv5.5,34,True,
10,chatgptv5.5,35,True,
10,chatgptv5.5,36,True,
10,chatgptv5.5,37,True,
10,chatgptv5.5,38,True,
10,chatgptv5.5,39,True,
10,chatgptv5.5,40,True,
10,chatgptv5.5,41,True,
10,chatgptv5.5,42,True,
10,chatgptv5.5,43,True,
10,chatgptv5.5,44,True,
10,chatgptv5.5,45,True,
10,chatgptv5.5,46,True,
10,chatgptv5.5,47,True,
10,chatgptv5.5,48,True,
10,chatgptv5.5,49,True,
10,chatgptv5.5,50,True,
10,chatgptv5.5,51,True,
10,chatgptv5.5,52,True,
10,chatgptv5.5,53,True,
10,chatgptv5.5,54,True,
10,chatgptv5.5,55,True,
10,chatgptv5.5,56,True,
10,chatgptv5.5,57,True,
10,chatgptv5.5,58,True,
10,chatgptv5.5,59,True,
10,chatgptv5.5,60,True,
10,chatgptv5.5,61,True,
10,chatgptv5.5,62,True,
10,chatgptv5.5,63,True,
10,chatgptv5.5,64,True,
10,chatgptv5.5,65,True,
10,chatgptv5.5,66,True,
10,chatgptv5.5,67,True,
10,chatgptv5.5,68,True,
10,chatgptv5.5,69,True,
10,chatgptv5.5,70,True,
10,chatgptv5.5,71,True,
10,chatgptv5.5,72,True,
10,chatgptv5.5,73,True,
10,chatgptv5.5,74,True,
10,chatgptv5.5,75,True,
10,chatgptv5.5,76,True,
10,chatgptv5.5,77,True,
10,chatgptv5.5,78,True,
10,chatgptv5.5,79,True,
10,chatgptv5.5,80,True,
10,chatgptv5.5,81,True,
10,chatgptv5.5,82,True,
10,chatgptv5.5,83,True,
10,chatgptv5.5,84,True,
10,chatgptv5.5,85,True,
10,chatgptv5.5,86,True,
10,chatgptv5.5,87,True,
10,chatgptv5.5,88,True,
10,chatgptv5.5,89,True,
10,chatgptv5.5,90,True,
10,chatgptv5.5,91,True,
10,chatgptv5.5,92,True,
10,chatgptv5.5,93,True,
10,chatgptv5.5,94,True,
10,chatgptv5.5,95,True,
10,chatgptv5.5,96,True,
10,chatgptv5.5,97,True,
10,chatgptv5.5,98,True,
10,chatgptv5.5,99,True,
10,chatgptv5.5,100,True,
10,chatgptv5.5,101,True,
10,chatgptv5.5,102,True,
10,chatgptv5.5,103,True,
10,chatgptv5.5,104,True,
10,chatgptv5.5,105,True,
10,chatgptv5.5,106,True,
10,chatgptv5.5,107,True,
10,chatgptv5.5,108,True,
10,chatgptv5.5,109,True,
10,chatgptv5.5,110,True,
10,chatgptv5.5,111,True,
10,chatgptv5.5,112,True,
10,chatgptv5.5,113,True,
10,chatgptv5.5,114,True,
10,chatgptv5.5,115,True,
10,chatgptv5.5,116,True,
10,chatgptv5.5,117,True,
10,chatgptv5.5,118,True,
10,chatgptv5.5,119,True,
10,chatgptv5.5,120,True,
10,chatgptv5.5,121,True,
10,chatgptv5.5,122,True,
10,chatgptv5.5,123,True,
10,chatgptv5.5,124,True,
10,chatgptv5.5,125,True,
10,chatgptv5.5,126,True,
10,chatgptv5.5,127,True,
10,chatgptv5.5,128,True,
10,chatgptv5.5,129,True,
10,chatgptv5.5,130,True,
10,chatgptv5.5,131,True,
10,chatgptv5.5,132,True,
10,chatgptv5.5,133,True,
10,chatgptv5.5,134,True,
10,chatgptv5.5,135,True,
10,chatgptv5.5,136,True,
10,chatgptv5.5,137,True,
10,chatgptv5.5,138,True,
10,chatgptv5.5,139,True,
10,chatgptv5.5,140,True,
10,chatgptv5.5,141,True,
10,chatgptv5.5,142,True,
10,chatgptv5.5,143,True,
10,chatgptv5.5,144,True,
10,chatgptv5.5,145,True,
10,chatgptv5.5,146,True,
10,chatgptv5.5,147,True,
10,chatgptv5.5,148,True,
10,chatgptv5.5,149,True,
10,chatgptv5.5,150,True,
10,chatgptv5.5,151,True,
10,chatgptv5.5,152,True,
10,chatgptv5.5,153,True,
10,chatgptv5.5,154,True,
10,chatgptv5.5,155,True,
10,chatgptv5.5,156,True,
10,chatgptv5.5,157,True,
10,chatgptv5.5,158,True,
10,chatgptv5.5,159,True,
10,chatgptv5.5,160,True,
10,chatgptv5.5,161,True,
10,chatgptv5.5,162,True,
10,chatgptv5.5,163,True,
10,chatgptv5.5,164,True,
10,chatgptv5.5,165,True,
10,chatgptv5.5,166,True,
10,chatgptv5.5,167,True,
10,chatgptv5.5,168,True,
10,chatgptv5.5,169,True,
10,chatgptv5.5,170,True,
10,chatgptv5.5,171,True,
10,chatgptv5.5,172,True,
10,chatgptv5.5,173,True,
10,chatgptv5.5,174,True,
10,chatgptv5.5,175,True,
10,chatgptv5.5,176,True,
10,chatgptv5.5,177,True,
10,chatgptv5.5,178,True,
10,chatgptv5.5,179,True,
10,chatgptv5.5,180,True,
10,chatgptv5.5,181,True,
10,chatgptv5.5,182,True,
10,chatgptv5.5,183,True,
10,chatgptv5.5,184,True,
10,chatgptv5.5,185,True,
11,chatgptv5.5,1,True,
11,chatgptv5.5,2,True,
11,chatgptv5.5,3,True,
11,chatgptv5.5,4,True,
11,chatgptv5.5,5,True,
11,chatgptv5.5,6,True,
11,chatgptv5.5,7,True,
11,chatgptv5.5,8,True,
11,chatgptv5.5,9,True,
11,chatgptv5.5,10,True,
11,chatgptv5.5,11,True,
11,chatgptv5.5,12,True,
11,chatgptv5.5,13,True,
11,chatgptv5.5,14,True,
11,chatgptv5.5,15,True,
11,chatgptv5.5,16,True,
11,chatgptv5.5,17,True,
11,chatgptv5.5,18,True,
11,chatgptv5.5,19,True,
11,chatgptv5.5,20,True,
11,chatgptv5.5,21,True,
11,chatgptv5.5,22,True,
11,chatgptv5.5,23,True,
11,chatgptv5.5,24,True,
11,chatgptv5.5,25,True,
11,chatgptv5.5,26,True,
11,chatgptv5.5,27,True,
